simulation_id,provider,model_general,model_doctor,case_file,diagnosis_active,examination_active,treatment_active,num_messages,doctor_questions_count,all_history_question_ids,unique_question_ids_covered,doctor_questions_without_ids,num_checklist_items_asked,checklist_completion_rate,final_diagnosis_statement,extracted_diagnosis,diag_classification,diag_classification_confidence,diag_explanation,extracted_treatments,num_correct_treatments,num_palliative_treatments,num_unnecessary_harmful_treatments,num_not_found_treatments,num_errored_treatments_classification,treatment_classification_explanation,source_file,source_timestamp
case4_sim_48,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,18,6,"[""H10"", ""H5"", ""H4"", ""H12"", ""H13"", ""H15"", ""H6"", ""H17"", ""E8"", ""E10"", ""E14"", ""E17"", ""H26"", ""H27""]",14,2,6,0.6,"Based on the information gathered during the interview, the patient is presenting with symptoms suggestive of acute coronary syndrome (ACS), likely due to unstable angina or a myocardial infarction (heart attack), particularly given the history of chest pain, radiation of pain to the left arm, the presence of shortness of breath, sweating, elevated cardiac markers (CK and troponin levels), and a family history of heart disease. The patient's background of diabetes and smoking further increases the risk for cardiovascular events.

The single most likely diagnosis would be **acute myocardial infarction (heart attack)**.",acute myocardial infarction (heart attack),correct,0.9,The doctor's diagnosis 'acute myocardial infarction (heart attack)' directly matches the term 'heart attack' and closely aligns with 'myocardial infarction' in the correct diagnoses list. This indicates a proper understanding of the patient's condition.,"[""Aspirin"", ""Nitroglycerin"", ""Antiplatelet agents"", ""clopidogrel"", ""Beta-blockers"", ""Statins"", ""Anticoagulants"", ""heparin"", ""angioplasty"", ""stenting""]",3,4,0,3,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_48.yaml,2025-05-13 17:15:16
case4_sim_49,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,26,10,"[""H10"", ""H4"", ""H2"", ""H3"", ""H9"", ""H12"", ""H13"", ""H15"", ""H5"", ""H6"", ""H17"", ""H12"", ""H3"", ""H5"", ""H8"", ""H31"", ""H32"", ""E12"", ""E10"", ""E14"", ""H26"", ""H29"", ""H4""]",19,1,9,0.9,"Based on the patient's symptoms of severe chest pain described as clenching and heavy, along with shortness of breath, nausea, sweating, and pain radiating to the left arm, combined with a background of diabetes, high cholesterol, and significant smoking history, the situation is concerning for a possible acute myocardial infarction (heart attack).

The elevated troponin levels and CK, along with the high LDL cholesterol and other lipid abnormalities, further support this assessment. Given the age of the patient and the familial history of heart disease, the most likely diagnosis is an acute coronary syndrome, specifically acute myocardial infarction.",acute myocardial infarction,correct,0.9,"The doctor's diagnosis 'acute myocardial infarction' directly matches 'myocardial infarction' from the correct diagnoses list. It is also commonly referred to as a 'heart attack', reinforcing its correctness.","[""Aspirin"", ""Nitroglycerin"", ""Antiplatelet agents"", ""Clopidogrel"", ""Beta-blockers"", ""Statins"", ""ACE inhibitors""]",3,3,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_49.yaml,2025-05-13 17:15:16
case4_sim_5,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,26,10,"[""H10"", ""H12"", ""H13"", ""H15"", ""H6"", ""H17"", ""H31"", ""H6"", ""H29"", ""H3"", ""H8"", ""H26"", ""H27"", ""E3"", ""E17"", ""H5"", ""H10""]",15,2,6,0.6,"Based on the symptoms the patient has described, including chest pain that feels like heaviness, shortness of breath, sweating, nausea, and radiating pain to the left arm, combined with the history of diabetes and smoking, the patient is likely experiencing angina or possibly a more serious condition such as a myocardial infarction (heart attack).

Considering the risk factors such as previous episodes of chest pain, diabetes, smoking, and a family history of heart issues, I would say the most likely diagnosis is unstable angina, which can indicate a significant risk of an impending heart attack.

",unstable angina,correct,0.85,"'Unstable angina' is a type of angina that can lead to a heart attack and relates closely to the correct diagnoses, particularly 'angina.' It indicates a serious condition that necessitates immediate medical attention, aligning with the context of a heart attack.","[""Aspirin"", ""Nitroglycerin"", ""Beta-blockers"", ""Antiplatelet medication"", ""Clopidogrel"", ""Statins""]",3,2,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_5.yaml,2025-05-13 17:15:16
case4_sim_50,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,22,8,"[""H2"", ""H10"", ""H12"", ""H13"", ""H5"", ""H15"", ""H6"", ""H17"", ""H31"", ""E10"", ""E8"", ""E19"", ""H29"", ""H26"", ""H17"", ""H28"", ""H8"", ""E2""]",17,0,7,0.7,"Based on the gathered history and symptoms, the patient is experiencing chest pain characterized by heaviness, shortness of breath, sweating, nausea, and radiation to the left arm. The patient's history of diabetes, abnormal ECG, high smoking history, and symptoms worsening with exertion suggest a high likelihood of a cardiovascular issue. 

Considering these factors, the most likely diagnosis would be **acute coronary syndrome (ACS)**, which could potentially include unstable angina or a myocardial infarction (heart attack). Immediate medical evaluation and intervention are warranted.",acute coronary syndrome (ACS),correct,0.9,"The doctor's diagnosis 'acute coronary syndrome (ACS)' encompasses conditions like 'heart attack', 'angina', and 'myocardial infarction', all of which are included in the correct diagnoses list. ACS is widely recognized as a term that indicates a spectrum of acute heart-related conditions.","[""Nitroglycerin"", ""Aspirin"", ""Beta-blockers"", ""Statins"", ""ACE inhibitors""]",1,3,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_50.yaml,2025-05-13 17:15:16
case4_sim_51,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,22,8,"[""H10"", ""H12"", ""H15"", ""H13"", ""H5"", ""H6"", ""H17"", ""H31"", ""H26"", ""H27"", ""H28"", ""H29"", ""E10"", ""E8"", ""H17"", ""H18"", ""H4"", ""H9""]",17,0,8,0.8,"Based on the information gathered during the interview, the patient is a 45-year-old man who experiences significant chest pain described as a heaviness, with associated symptoms of shortness of breath, sweating, nausea, and pain radiating to the left arm. He has a history of diabetes and a concerning family history of heart disease. The patient's abnormal ECG and prior similar episodes of chest pain that improved with rest indicate possible cardiac issues. 

Considering all these factors, the most likely diagnosis for this patient is acute coronary syndrome (ACS), which includes conditions like unstable angina or a myocardial infarction (heart attack). 

",acute coronary syndrome,correct,0.9,"'Acute coronary syndrome' encompasses several conditions related to sudden reduction of blood flow to the heart, including 'heart attack' and 'myocardial infarction', which are included in the correct diagnoses list. Therefore, the doctor's diagnosis is appropriate and closely aligned with the provided correct diagnoses.","[""Aspirin"", ""Nitroglycerin"", ""Antiplatelet agents"", ""clopidogrel"", ""Beta-blockers"", ""ACE inhibitors""]",3,3,0,0,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_51.yaml,2025-05-13 17:15:16
case4_sim_52,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,24,9,"[""H10"", ""H2"", ""H3"", ""H12"", ""H15"", ""H13"", ""H5"", ""H17"", ""H31"", ""H6"", ""H7"", ""E3"", ""E17"", ""E12"", ""H29"", ""H17""]",15,2,7,0.7,"Based on the information provided, the patient is experiencing acute chest pain that is heavy and clenching, accompanied by shortness of breath, sweating, nausea, and radiation of pain to the left arm. The patient's medical history indicates diabetes, elevated blood glucose, heightened LDL cholesterol, and low HDL cholesterol. Additionally, there is a family history of chest pain issues, and the patient reports significant stress at work.

Considering all of these factors, the most likely diagnosis is **acute coronary syndrome (ACS)**, which can include unstable angina or a myocardial infarction (heart attack). The symptoms and risk factors point to the possibility of cardiac involvement, necessitating immediate medical evaluation and intervention.",acute coronary syndrome (ACS),correct,0.9,"'Acute coronary syndrome (ACS)' encompasses conditions like 'heart attack' and 'angina', both of which are included in the correct diagnoses list. This gives a strong indication that the doctor's diagnosis is appropriate.","[""Aspirin"", ""Nitroglycerin"", ""Antiplatelet agents"", ""Clopidogrel"", ""Ticagrelor"", ""Beta-blockers"", ""ACE inhibitors"", ""Statins"", ""angioplasty"", ""stenting""]",4,3,0,3,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_52.yaml,2025-05-13 17:15:16
case4_sim_53,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,20,7,"[""H10"", ""H5"", ""H12"", ""H13"", ""H15"", ""H6"", ""H17"", ""H26"", ""H27"", ""H28"", ""H8"", ""H17"", ""H18"", ""E10"", ""E8"", ""E9"", ""H29""]",16,0,6,0.6,"Based on the information gathered during the interview, this patient is presenting with classic symptoms of potential coronary artery disease, given the heaviness of the chest pain radiating to the left arm, associated shortness of breath, sweating, and nausea. The reported history of diabetes and smoking further increases the risk for heart-related issues. The abnormal ECG also suggests there may be an underlying heart condition. Therefore, the most likely diagnosis I would suggest is angina pectoris, possibly indicating unstable angina or a precursor to a myocardial infarction (heart attack). It’s crucial that the patient receives immediate medical attention for further evaluation and management.",angina pectoris,correct,0.9,"'Angina pectoris' is a medical term for angina, which directly corresponds to 'angina' in the correct diagnoses list. This indicates a clear match and relevance to the context of heart-related issues.","[""Aspirin"", ""Nitroglycerin"", ""Beta blockers"", ""Antiplatelet agents (e.g., Clopidogrel)"", ""Statins"", ""ACE inhibitors""]",2,3,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_53.yaml,2025-05-13 17:15:16
case4_sim_54,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,22,8,"[""H10"", ""H12"", ""H15"", ""H13"", ""H5"", ""H6"", ""H29"", ""H31"", ""H17"", ""H18"", ""H31"", ""H26"", ""H27"", ""H1"", ""H2"", ""H3"", ""H4"", ""H5"", ""H6"", ""H11"", ""H12"", ""E8"", ""E20"", ""E10"", ""E17"", ""H7""]",22,0,10,1.0,"Given the patient's age, symptoms of clenching heaviness in the chest, shortness of breath, radiating pain to the left arm, significant risk factors such as a history of diabetes, smoking, and abnormal ECG and echocardiogram results, the most likely diagnosis is angina pectoris, possibly indicating underlying coronary artery disease. The combination of these factors suggests that the patient may be experiencing stable angina or may even be at risk for a more severe cardiac event like a myocardial infarction (heart attack) if these episodes continue or worsen.

In summary, the patient is likely suffering from angina pectoris, with a high risk for coronary artery disease.",angina pectoris,correct,0.9,"The doctor's diagnosis 'angina pectoris' closely matches 'angina' from the correct diagnoses list, indicating it falls within the correct spectrum related to heart conditions.","[""Nitroglycerin"", ""Aspirin"", ""Beta-blockers"", ""ACE inhibitors"", ""Statins""]",1,3,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_54.yaml,2025-05-13 17:15:16
case4_sim_55,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,24,9,"[""H10"", ""H5"", ""H2"", ""H7"", ""H9"", ""H12"", ""H13"", ""H15"", ""H6"", ""H17"", ""H18"", ""H26"", ""H27"", ""H29"", ""H7"", ""H4"", ""H8"", ""H3"", ""H17"", ""E10"", ""E14""]",19,1,9,0.9,"Based on the symptoms and history provided, the patient is likely experiencing angina or could be at risk of a myocardial infarction (heart attack), especially considering his age, history of diabetes, and lifestyle factors such as smoking. The description of clenching chest pain, shortness of breath, sweating, and past episodes that improve with rest also support this concern. Given these factors, immediate medical evaluation and possibly further testing, such as an ECG or cardiac enzymes, would be critical to determine the exact diagnosis and proper management.

Most likely diagnosis: Angina (unstable angina potentially indicating risk for myocardial infarction).",Angina,correct,0.9,"The doctor's diagnosis 'Angina' matches one of the correct diagnoses listed. Angina is a type of chest pain related to heart conditions, and it is explicitly included in the correct diagnoses.","[""Aspirin"", ""Nitroglycerin"", ""Beta-blockers"", ""ACE inhibitors"", ""Statins"", ""lifestyle modifications""]",1,3,0,2,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_55.yaml,2025-05-13 17:15:16
case4_sim_56,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,24,9,"[""H10"", ""H5"", ""H2"", ""H3"", ""H7"", ""H12"", ""H13"", ""H15"", ""H17"", ""H31"", ""H6"", ""H29"", ""H8"", ""E8"", ""E20"", ""E10"", ""E14"", ""H26"", ""H27"", ""H29""]",19,0,8,0.8,"Based on the information gathered during the interview, the patient is a 45-year-old man with a history of diabetes, presenting with acute chest pain characterized by clenching heaviness that radiates to the left arm, accompanied by shortness of breath, sweating, and nausea. The patient has a significant smoking history and a family history of chest pain problems.

The abnormal ECG and echocardiogram, along with elevated levels of CK and troponin, suggest possible cardiac involvement, most likely indicating an acute coronary syndrome, which could include conditions like unstable angina or myocardial infarction (heart attack). 

Given the sudden onset of severe symptoms, the nature of the pain, risk factors including diabetes and smoking, and the abnormal test results, the most likely diagnosis would be acute myocardial infarction (heart attack).",acute myocardial infarction,correct,0.9,"'Acute myocardial infarction' is the medical term for what is commonly referred to as a 'heart attack', which is included in the correct diagnoses list.","[""Aspirin"", ""Nitroglycerin"", ""Clopidogrel"", ""Beta-blockers"", ""ACE inhibitors"", ""Statins"", ""angioplasty"", ""stenting""]",2,3,0,3,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_56.yaml,2025-05-13 17:15:16
case4_sim_57,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,22,8,"[""H10"", ""H4"", ""H8"", ""H3"", ""H12"", ""H13"", ""H15"", ""H6"", ""H17"", ""H18"", ""E8"", ""E10"", ""E3"", ""H26"", ""H27"", ""H6"", ""H7"", ""H29""]",17,0,7,0.7,"Based on the gathered information, this patient is a 45-year-old man with significant risk factors for cardiovascular disease, including a history of diabetes, abnormal ECG findings, a smoking habit, and a familial background of heart issues. The nature of his chest pain—described as clenching and heavy, worsened by exertion, accompanied by shortness of breath, nausea, and sweating—strongly suggests a cardiac event.

Given these symptoms and the history of previous similar episodes, the most likely diagnosis would be unstable angina or a possible myocardial infarction (heart attack). The abnormal ECG further supports the need for immediate medical attention to rule out any acute coronary syndrome.

Most likely diagnosis: Unstable angina.",Unstable angina,correct,0.85,The doctor's diagnosis of 'Unstable angina' is a specific type of angina and closely relates to the correct diagnoses of 'angina' and 'heart attack'. It indicates a serious heart condition that does not align with any of the incorrect diagnoses provided.,"[""Aspirin"", ""Nitroglycerin"", ""Antiplatelet agents"", ""clopidogrel"", ""Beta-blockers"", ""Statins"", ""angioplasty"", ""stenting""]",3,2,0,3,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_57.yaml,2025-05-13 17:15:16
case4_sim_58,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,22,8,"[""H10"", ""H5"", ""H12"", ""H15"", ""H13"", ""H17"", ""H31"", ""H6"", ""H31"", ""H17"", ""H1"", ""H2"", ""H3"", ""H4"", ""H8"", ""H7"", ""H26"", ""H27"", ""H28"", ""E3"", ""E17"", ""H29""]",20,0,10,1.0,"Based on the patient's symptoms, including the clenching heaviness in the chest, radiating pain to the left arm, associated shortness of breath, sweating, and nausea, along with a history of diabetes and smoking, it raises concerns for a potential acute coronary syndrome, such as unstable angina or even a myocardial infarction (heart attack). The patient's blood pressure is moderately elevated, and the elevated blood glucose level indicates poorly controlled diabetes, which further increases cardiovascular risk. 

The most likely diagnosis, given the symptomatology and risk factors, would be ""acute coronary syndrome.""",acute coronary syndrome,correct,0.85,"'Acute coronary syndrome' is a medical term that encompasses conditions such as heart attack and angina, which are specifically listed as correct diagnoses. Therefore, it aligns closely with the correct diagnoses provided.","[""Aspirin"", ""Nitroglycerin"", ""Beta-blockers"", ""Antiplatelet agents"", ""Statins""]",2,2,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_58.yaml,2025-05-13 17:15:16
case4_sim_59,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,24,9,"[""H10"", ""H4"", ""H5"", ""H10"", ""H12"", ""H13"", ""H15"", ""H17"", ""E3"", ""E10"", ""E13"", ""E14"", ""E17"", ""H29"", ""H17"", ""H6"", ""H7"", ""H6"", ""H29""]",15,1,7,0.7,"Based on the information provided, the patient is a 45-year-old man presenting with constant chest pain that feels like clenching heaviness, radiating to his left arm, accompanied by shortness of breath, nausea, and sweating. He has a known history of diabetes and elevated CK and troponin levels, which are indicators of potential cardiac issues. 

Considering these symptoms, the family history of chest pain problems, and his recent elevated blood pressure readings, it is highly suggestive that the patient may be experiencing acute coronary syndrome (ACS), which could potentially lead to a heart attack (myocardial infarction). 

The most likely diagnosis for this patient is myocardial infarction (heart attack).",myocardial infarction,correct,1.0,"'Myocardial infarction' is the medical term for what is commonly referred to as a 'heart attack', which is explicitly listed among the correct diagnoses.","[""Aspirin"", ""Nitroglycerin"", ""Anticoagulants"", ""Beta-blockers"", ""Statins""]",1,3,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_59.yaml,2025-05-13 17:15:16
case4_sim_6,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,26,10,"[""H10"", ""H6"", ""H8"", ""H4"", ""H3"", ""H12"", ""H13"", ""H15"", ""H17"", ""H18"", ""H26"", ""H27"", ""H17"", ""E10"", ""E8"", ""E8"", ""H29"", ""H17""]",15,0,6,0.6,"Based on the information gathered, the patient is exhibiting symptoms consistent with angina pectoris, particularly unstable angina given the recent onset of chest pain, associated shortness of breath, sweating, nausea, and a history of diabetes. The patient's smoking habit and the abnormal ECG further increase the concern for coronary artery disease. 

The most likely diagnosis is angina pectoris, which may indicate underlying coronary artery disease and warrants urgent evaluation and management.",angina pectoris,correct,0.85,"'Angina pectoris' is a medical term that refers specifically to angina, which is included in the correct diagnoses list. This suggests a strong connection to the correct conditions indicated.","[""Aspirin"", ""Beta-Blockers"", ""Statins"", ""Nitrates""]",1,2,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_6.yaml,2025-05-13 17:15:16
case4_sim_60,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,24,9,"[""H10"", ""H5"", ""H2"", ""H3"", ""H9"", ""H7"", ""H6"", ""H17"", ""H18"", ""H12"", ""H15"", ""H13"", ""H7"", ""H10"", ""H8"", ""H26"", ""H27"", ""H28"", ""E2"", ""E10"", ""E3"", ""E12"", ""H6"", ""H29"", ""H32""]",22,0,8,0.8,"Based on the information gathered during the interview, the patient is experiencing clenching chest pain that radiates to the left arm, along with shortness of breath, sweating, and nausea. He has a history of diabetes, a significant smoking habit, and an unhealthy diet. His recent health check-up revealed mildly elevated blood pressure, elevated LDL, and low HDL levels.

Given these factors, the combination of chest pain and other associated symptoms, coupled with the risk factors such as diabetes and smoking, raises concern for a cardiovascular issue. The likely diagnosis in this case is **unstable angina**, which reflects an increased risk of heart attack and requires prompt medical evaluation and intervention.",unstable angina,correct,0.85,"'Unstable angina' is a critical form of angina, which is included in the correct diagnoses list as 'angina'. It indicates a significant cardiac issue that can lead to a heart attack, correlating closely with the provided context of correct diagnoses.","[""Aspirin"", ""Nitroglycerin"", ""clopidogrel"", ""Beta-blockers"", ""Statins"", ""ACE inhibitors"", ""calcium channel blockers""]",2,3,0,2,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_60.yaml,2025-05-13 17:15:16
case4_sim_61,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,24,9,"[""H10"", ""H4"", ""H2"", ""H7"", ""H9"", ""H12"", ""H13"", ""H15"", ""H6"", ""H31"", ""H17"", ""H8"", ""H6"", ""H7"", ""H26"", ""H27"", ""H28"", ""E10"", ""E8"", ""E14"", ""E3"", ""H17"", ""H18""]",20,1,8,0.8,"Based on the information provided, the patient is a 45-year-old man with a history of diabetes, elevated CK and troponin levels, abnormal ECG findings, and current symptoms including chest pain, shortness of breath, sweating, and nausea. The nature of the chest pain, especially with the heaviness and the fact that it improves with rest, raises concerns about a possible cardiac event. 

Given the elevated troponin levels, which indicate potential myocardial injury, and considering the patient’s age, lifestyle factors such as smoking, and a prior history of diabetes, the most likely diagnosis would be acute coronary syndrome, which may include unstable angina or a non-ST elevation myocardial infarction (NSTEMI). 

Overall, the clinical picture suggests a significant cardiac concern that needs urgent further evaluation and management.","['acute coronary syndrome', 'unstable angina', 'non-ST elevation myocardial infarction']",correct,0.9,"The doctor's stated diagnoses 'acute coronary syndrome', 'unstable angina', and 'non-ST elevation myocardial infarction' are all closely related to the correct diagnoses including 'angina' and 'myocardial infarction'. These terms represent varying degrees and types of heart problems that fall under the broader category of a 'heart attack', making the doctor's diagnosis accurate.","[""Aspirin"", ""Nitroglycerin"", ""Anticoagulants"", ""Heparin"", ""Beta-blockers"", ""Statins"", ""ACE inhibitors""]",1,5,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_61.yaml,2025-05-13 17:15:16
case4_sim_62,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,22,8,"[""H4"", ""H10"", ""H12"", ""H13"", ""H5"", ""H17"", ""H6"", ""H31"", ""H19"", ""E10"", ""E8"", ""E3"", ""H26"", ""H29"", ""H28""]",15,0,6,0.6,"Based on the information gathered during the interview, it appears that the patient is experiencing significant chest pain with characteristics suggestive of angina, particularly given the heaviness and radiating nature of the pain alongside shortness of breath and nausea. The abnormal ECG reading, history of diabetes, smoking status, and family history of heart disease further support this concern. 

Considering these factors and the typical conditions seen in the area, the most likely diagnosis is **acute coronary syndrome (ACS)**, which can manifest as unstable angina or a myocardial infarction (heart attack). This warrants immediate medical attention.",acute coronary syndrome (ACS),correct,0.9,"The doctor's diagnosis of 'acute coronary syndrome (ACS)' encompasses conditions like 'heart attack' and 'angina', both of which are included in the correct diagnoses list. Therefore, it is accurately classified as correct.","[""Aspirin"", ""Nitroglycerin"", ""Beta-blockers"", ""Antiplatelet agents"", ""clopidogrel"", ""Statins""]",3,2,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_62.yaml,2025-05-13 17:15:16
case4_sim_63,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,24,9,"[""H10"", ""H4"", ""H2"", ""H3"", ""H12"", ""H15"", ""H13"", ""H6"", ""H17"", ""H31"", ""H17"", ""E8"", ""E20"", ""E21"", ""H1"", ""H2"", ""H3"", ""H4"", ""H5"", ""H6"", ""H9"", ""H17"", ""H26"", ""H27"", ""E10"", ""E17"", ""H1"", ""H3"", ""H8"", ""H9"", ""H17"", ""H29""]",22,0,10,1.0,"Based on the information provided, the patient, a 45-year-old man with a history of diabetes and previous abnormal cardiac test results, presents with severe chest pain characterized as a clenching heaviness, accompanied by shortness of breath, sweating, and nausea. The nature of the pain starting suddenly, particularly during sleep, along with the accompanying symptoms and abnormal test history raises significant concern for a cardiac event.

Considering his age, diabetes, and the characteristics of the pain, a possible diagnosis could be an acute coronary syndrome, which includes conditions like unstable angina or myocardial infarction (heart attack). The fact that the chest pain started while he was at rest and has a high severity rating also points towards this being a serious condition.

Thus, the single most likely diagnosis would be **acute coronary syndrome**.",acute coronary syndrome,correct,0.85,"The doctor's diagnosis 'acute coronary syndrome' encompasses conditions such as 'heart attack' and 'myocardial infarction', which are included in the correct diagnoses list. This indicates that the doctor has identified a critical cardiac condition.","[""Aspirin"", ""Nitroglycerin"", ""Antiplatelet agents"", ""Clopidogrel"", ""Beta-blockers"", ""ACE inhibitors"", ""Statins""]",3,3,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_63.yaml,2025-05-13 17:15:16
case4_sim_64,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,22,8,"[""H10"", ""H5"", ""H2"", ""H3"", ""H7"", ""H12"", ""H13"", ""H15"", ""H17"", ""H31"", ""H29"", ""H31"", ""H26"", ""H27"", ""H8"", ""H17""]",14,1,7,0.7,"Based on the symptoms described, including the sudden onset of clenching chest pain radiating to the left arm, shortness of breath, sweating, and nausea, along with a history of diabetes and significant smoking habits, the patient is likely experiencing a myocardial infarction (heart attack). The combination of risk factors such as diabetes and smoking further supports this assessment. Immediate medical attention is crucial for appropriate management. 

The most likely diagnosis is **myocardial infarction**.",myocardial infarction,correct,1.0,"The doctor's diagnosis 'myocardial infarction' is explicitly listed as one of the correct diagnoses. It directly corresponds to the term 'heart attack', which makes it a precise match.","[""Aspirin"", ""Nitroglycerin"", ""Clopidogrel"", ""Beta-blockers"", ""Statins""]",2,2,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_64.yaml,2025-05-13 17:15:16
case4_sim_65,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,28,11,"[""H10"", ""H2"", ""H3"", ""H9"", ""H10"", ""H12"", ""H15"", ""H13"", ""H6"", ""H17"", ""H31"", ""H29"", ""H6"", ""H7"", ""H26"", ""H27"", ""H7"", ""H11"", ""H12"", ""H22"", ""E3"", ""H6"", ""H31"", ""H17"", ""H18""]",18,1,7,0.7,"Based on the symptoms you've described—chest pain characterized as a heavy clenching sensation, shortness of breath, sweating, and nausea—along with your history of untreated diabetes and a family history of heart disease, the most concerning potential diagnosis would be acute coronary syndrome, which could indicate a heart attack. The sudden onset of symptoms, especially during sleep, raises the urgency of this condition. Immediate medical intervention is crucial for further evaluation and management.

**Most likely diagnosis:** Acute coronary syndrome (possible myocardial infarction).",Acute coronary syndrome,correct,0.9,"'Acute coronary syndrome' encompasses conditions such as heart attack and angina, both of which are included in the correct diagnoses list. Therefore, the classification is closely aligned with established terms associated with acute coronary syndrome.","[""Aspirin"", ""Nitroglycerin"", ""Antiplatelet agents"", ""clopidogrel"", ""Beta-blockers"", ""ACE inhibitors"", ""Statins""]",3,3,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_65.yaml,2025-05-13 17:15:16
case4_sim_66,OpenAI,gpt-4o-mini,gpt-4o-mini,case_definitions/case4.yaml,True,True,True,22,8,"[""H10"", ""H5"", ""H12"", ""H13"", ""H15"", ""H17"", ""H18"", ""H31"", ""H26"", ""H27"", ""H28"", ""H6"", ""H7"", ""E10"", ""E8"", ""E9"", ""H29""]",17,1,7,0.7,"Based on the information provided, the patient is a 45-year-old man with chest pain that feels like clenching heaviness, radiating to the left arm, accompanied by shortness of breath, nausea, and sweating. He has a history of diabetes, a significant smoking habit, and episodes of similar chest pain in the past. The ECG results were abnormal, and he has a family history of heart issues.

Considering these factors, I would suspect that the patient may be suffering from angina pectoris or possibly an acute coronary syndrome, given the symptoms and risk factors present. It is important for him to receive immediate medical attention for further evaluation and appropriate management. 

The single most likely diagnosis is angina pectoris.",angina pectoris,correct,0.9,"'Angina pectoris' is another term for 'angina', which is listed as a correct diagnosis. Therefore, the doctor's diagnosis closely matches the categories provided.","[""Aspirin"", ""Nitroglycerin"", ""Beta-blockers"", ""ACE inhibitors"", ""Statins""]",1,3,0,1,0,Each stated treatment was individually classified against the answer key categories. Counts reflect these individual classifications.,case4_sim_66.yaml,2025-05-13 17:15:16
